瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 泅瘤扁拘(hPa),乞闭 傈款樊(1/10)
143,措备,2000-05-02,14.9,,3.2,1004.6,2.1
143,措备,2000-05-03,16.8,,2.2,1006.4,1.4
143,措备,2000-05-04,19.4,,1.8,1006.9,.3
143,措备,2000-05-05,20.9,,2.1,1007.1,2.6
143,措备,2000-05-06,17.4,0,2.7,1006.7,5.8
143,措备,2000-05-07,16.5,,2.4,1008.4,0
143,措备,2000-05-08,20.4,,2.4,1008.6,.6
143,措备,2000-05-09,19.1,,3.5,1006.5,4.8
143,措备,2000-05-10,15.4,1.7,3.4,1001.8,8.8
143,措备,2000-05-11,15.6,,1.3,999.8,6.1
143,措备,2000-05-12,18.1,0,1.8,1000.4,4.9
143,措备,2000-05-13,15.7,.5,2.2,1002.8,6.6
143,措备,2000-05-14,17.4,,2.4,1005.1,4
143,措备,2000-05-15,19,0,2.5,1004.4,8.6
143,措备,2000-05-16,17.8,2,1.9,1003.5,9.9
143,措备,2000-05-17,16.7,20.7,2.5,1003.5,5.9
143,措备,2000-05-18,17.7,,1.8,1003.7,7.1
143,措备,2000-05-19,19.1,0,2.4,1000.4,5.3
143,措备,2000-05-20,19.3,3,2.7,1000.4,5.1
143,措备,2000-05-21,20.6,,1.9,1005,0
143,措备,2000-05-22,23.5,,1.8,1005,2
143,措备,2000-05-23,25.6,,2.2,1004.8,1.3
143,措备,2000-05-24,26,,2,1005.4,1
143,措备,2000-05-25,26.5,,1.6,1004.9,3.3
143,措备,2000-05-26,22.4,21.7,1.9,1002.6,9.5
143,措备,2000-05-27,21.2,3,2.3,992.1,9.5
143,措备,2000-05-28,21.8,,3.9,997.2,4
143,措备,2000-05-29,23.2,,2.1,1004.4,2.5
143,措备,2000-05-30,20.3,.1,1.8,1001.3,8.5
143,措备,2000-05-31,20.5,.5,1.7,996.9,6.4
143,措备,2000-06-01,21.5,,2.3,1004.2,3.8
143,措备,2000-06-02,21.2,,1.8,1006.6,9
143,措备,2000-06-03,20.3,,4,1003.2,9.3
143,措备,2000-06-04,22.3,,2.3,1002.4,4.9
143,措备,2000-06-05,25,,1.5,1001.2,3.3
143,措备,2000-06-06,26.3,,3.3,1000.2,.3
143,措备,2000-06-07,26,,2.7,998.9,4.6
143,措备,2000-06-08,22.2,15.1,2.1,995.2,9.1
143,措备,2000-06-09,18.3,5.5,3.5,1000.6,9.1
143,措备,2000-06-10,17.2,2.2,2.5,1004.7,10
143,措备,2000-06-11,19,2.1,2.9,1003.6,8.3
143,措备,2000-06-12,19.4,,2.9,1001.9,5.4
143,措备,2000-06-13,21.8,0,2.4,998.1,2.3
143,措备,2000-06-14,25.1,.2,2.2,998.2,3.6
143,措备,2000-06-15,26.3,,1.7,1002.3,3.4
143,措备,2000-06-16,26.6,,1.8,1005.2,8.1
143,措备,2000-06-17,24.2,,3.5,1004.5,4.4
143,措备,2000-06-18,24.7,,2.5,1003.5,2.3
143,措备,2000-06-19,27.9,,1.7,1002.1,.6
143,措备,2000-06-20,27.7,,1.7,1001.1,5.6
143,措备,2000-06-21,26.9,,2.2,1000.8,5.6
143,措备,2000-06-22,21.5,13.8,2.4,999.2,10
143,措备,2000-06-23,24,.1,1.9,997.9,9.8
143,措备,2000-06-24,21.2,12.6,3,999.5,10
143,措备,2000-06-25,23.4,,2,1001.4,9.5
143,措备,2000-06-26,23.3,26.2,1,999.9,10
143,措备,2000-06-27,22.3,51.9,1.9,995.5,9.9
143,措备,2000-06-28,22.9,,2.6,998.7,5.1
143,措备,2000-06-29,23.6,,2.1,997.5,9.4
143,措备,2000-06-30,26.2,3.7,1.4,998.9,8.9
143,措备,2000-07-01,26.4,,1.4,1004,8.3
143,措备,2000-07-02,28.2,,1.6,1005.9,6.9
143,措备,2000-07-03,29.2,,2,1005.3,4
143,措备,2000-07-04,28,,2.2,1005.7,3.8
143,措备,2000-07-05,26,,3.2,1005.6,4
143,措备,2000-07-06,28.8,,1.6,1000.5,4.3
143,措备,2000-07-07,25.3,,3.6,998.2,6.1
143,措备,2000-07-08,24.5,,2.5,999,4.4
143,措备,2000-07-09,25.9,,2.2,1003.1,3
143,措备,2000-07-10,25.5,19.5,2.1,1005.1,7.5
143,措备,2000-07-11,27.7,10.3,3.7,999.8,5.4
143,措备,2000-07-12,28.2,,3.4,997.4,6.3
143,措备,2000-07-13,29.1,,2,998,6.3
143,措备,2000-07-14,25.1,4.9,1.8,999.8,7.8
143,措备,2000-07-15,24.3,81,1.2,1002.1,9.6
143,措备,2000-07-16,26.7,1.6,1,1004.8,6.8
143,措备,2000-07-17,28.4,,1.5,1003.4,5.8
143,措备,2000-07-18,28.6,,1.8,1001.4,6.4
143,措备,2000-07-19,27.7,.4,1.4,1001.7,8.5
143,措备,2000-07-20,28.9,0,1.7,1002.8,5.5
143,措备,2000-07-21,30.3,,2.6,999.3,1.9
143,措备,2000-07-22,30.5,0,4,993.5,5.1
143,措备,2000-07-23,21.5,102.6,2.1,992.7,10
143,措备,2000-07-24,25,5,1.1,993.8,5.5
143,措备,2000-07-25,26.6,,1.2,995.7,7
143,措备,2000-07-26,25.7,,2.9,997.2,5.1
143,措备,2000-07-27,26,,2.4,998.1,2.3
143,措备,2000-07-28,27.3,,1.9,997.9,5.6
143,措备,2000-07-29,29.2,,2.5,993.6,4
143,措备,2000-07-30,26.3,9.9,2.4,989.9,8.4
143,措备,2000-07-31,24.4,24.6,2.2,992.2,6.1
143,措备,2000-08-01,25.4,,1.5,1001,5.8
143,措备,2000-08-02,23.7,0,2.1,1003.4,6.5
143,措备,2000-08-03,24.1,0,2.7,1005.4,9.4
143,措备,2000-08-04,23.4,39.7,3,1007,9.5
143,措备,2000-08-05,27.4,,1.6,1007.7,6.9
143,措备,2000-08-06,27,.1,2.1,1006.8,7.9
143,措备,2000-08-07,26.7,,1.6,1005.9,7
143,措备,2000-08-08,26.4,.4,1.5,1006,7.4
143,措备,2000-08-09,27.2,,2,1005.7,3.6
143,措备,2000-08-10,28.2,,1.7,1003.7,2.6
143,措备,2000-08-11,28.7,,1.1,1002,1.4
143,措备,2000-08-12,28.2,.1,1.6,1000.5,5.6
143,措备,2000-08-13,27,,2.1,1001,3.8
143,措备,2000-08-14,28,,1.5,999.9,4.1
143,措备,2000-08-15,29.1,,1,998.9,3.3
143,措备,2000-08-16,27.6,0,1.7,998.1,8.8
143,措备,2000-08-17,26.3,21.6,1.4,998.6,9.3
143,措备,2000-08-18,26.3,.6,1.4,1000.6,9.4
143,措备,2000-08-19,26.3,0,2,998.7,8.8
143,措备,2000-08-20,25.6,13.2,2.2,993.9,8.5
143,措备,2000-08-21,27,,2.3,998.5,.9
143,措备,2000-08-22,26.4,,1.5,1005.6,3.6
143,措备,2000-08-23,26.5,,1.1,1008.3,1.4
143,措备,2000-08-24,25.1,14,1.2,1006.9,9.5
143,措备,2000-08-25,24.4,29.3,1.3,1003,10
143,措备,2000-08-26,24.4,39.7,1.6,1002.3,10
143,措备,2000-08-27,27,6.9,1.3,1004,6.4
143,措备,2000-08-28,26.8,20.2,1.4,1006.4,4
143,措备,2000-08-29,27.3,,1.8,1006.1,4.1
143,措备,2000-08-30,27.5,,2.5,1003.9,3.9
143,措备,2000-08-31,27.3,34,2.9,995.8,9.1
143,措备,2000-09-01,29.2,0,2.8,997.4,5.1
143,措备,2000-09-02,27.8,,1.3,1002.9,4.8
143,措备,2000-09-03,23.1,23.4,1.4,1005.7,7.6
143,措备,2000-09-04,23.4,,1.7,1003.4,2.9
143,措备,2000-09-05,23.5,,1.4,1000.7,3.1
143,措备,2000-09-06,24.1,1.7,1.2,1000.6,6.6
143,措备,2000-09-07,22.6,0,2.9,1006.4,7.9
143,措备,2000-09-08,20.3,.2,1.8,1010.1,10
143,措备,2000-09-09,20.9,1.1,1.3,1007.2,9
143,措备,2000-09-10,20.8,.5,1.7,1006.4,9.1
143,措备,2000-09-11,19.4,6.7,.9,1005.5,9.9
143,措备,2000-09-12,19.7,12.8,1.4,1007.3,8.6
143,措备,2000-09-13,16.6,118.2,1.2,1006.5,10
143,措备,2000-09-14,18.9,47.6,1.3,1002.8,10
143,措备,2000-09-15,20.7,13.2,2.2,994,9.9
143,措备,2000-09-16,21.6,52.8,2.9,985.4,8.5
143,措备,2000-09-17,22,,1.7,998.7,1.5
143,措备,2000-09-18,20,,.9,1006.2,0
143,措备,2000-09-19,19.9,,.6,1013.7,0
143,措备,2000-09-20,20.2,,1.1,1015.9,2.5
143,措备,2000-09-21,19.8,.7,1.8,1015.1,8.1
143,措备,2000-09-22,20,2.2,1,1010.2,9.3
143,措备,2000-09-23,21.6,,1.2,1007,5.5
143,措备,2000-09-24,21.8,,.8,1006.2,5.9
143,措备,2000-09-25,21.3,,.9,1007.1,4.9
143,措备,2000-09-26,19.5,,1.5,1011.9,2
143,措备,2000-09-27,18.1,,1.3,1013.5,1.6
143,措备,2000-09-28,18.5,0,1.3,1012.2,9
143,措备,2000-09-29,19.9,,1.6,1010,8.3
143,措备,2000-09-30,21.1,.2,.8,1008.8,7.3
143,措备,2000-10-01,19.7,.3,1.7,1009,4
143,措备,2000-10-02,17.7,13.1,.8,1005.2,7.8
143,措备,2000-10-03,18.8,,1,1006,.5
143,措备,2000-10-04,18.2,,.7,1010.5,0
143,措备,2000-10-05,19.3,,.7,1013.5,2
143,措备,2000-10-06,20,,.9,1014.8,.8
143,措备,2000-10-07,20.2,,1,1013.5,3.8
143,措备,2000-10-08,17.3,1.1,1.2,1006.8,7.6
143,措备,2000-10-09,20,,1,1006.5,1.1
143,措备,2000-10-10,20.6,,.8,1009,5.4
143,措备,2000-10-11,21.6,0,1.1,1008.3,6.9
143,措备,2000-10-12,17.3,,3.1,1011.5,6.8
143,措备,2000-10-13,14,,3,1013.1,4.6
143,措备,2000-10-14,13.7,,1.4,1016,5
143,措备,2000-10-15,15.5,,1.4,1018.6,1
143,措备,2000-10-16,14.2,,1.3,1018.1,1.8
143,措备,2000-10-17,14,0,1.3,1012.5,8.6
143,措备,2000-10-18,14.2,,2.6,1016.6,3.8
143,措备,2000-10-19,14.6,,1.3,1014.5,5
143,措备,2000-10-20,15.8,,.8,1012.1,5.8
143,措备,2000-10-21,16.4,,1.2,1015.6,3.8
143,措备,2000-10-22,15.6,0,2.1,1015.2,7.6
143,措备,2000-10-23,17.3,9.3,1.6,1011.8,8.1
143,措备,2000-10-24,18.9,0,1.2,1010.9,9.3
143,措备,2000-10-25,19.4,.5,2,1009,7.6
143,措备,2000-10-26,15.2,,3,1015.8,2.8
143,措备,2000-10-27,14.4,,2.5,1019.8,2.5
143,措备,2000-10-28,13.7,0,1.1,1014.1,9.1
143,措备,2000-10-29,13.8,1,1.9,1007.6,9.3
143,措备,2000-10-30,12.4,,1.1,1013.3,0
143,措备,2000-10-31,12.7,0,1.1,1015.5,6.8
143,措备,2000-11-01,12.7,16.3,1.3,1012.2,10
143,措备,2000-11-02,14.3,8.9,1.8,1011.6,8.6
143,措备,2000-11-03,14.7,,1.8,1016.8,1.5
143,措备,2000-11-04,13.9,,1.5,1013.9,1.4
143,措备,2000-11-05,14.6,,1.5,1011.7,0
143,措备,2000-11-06,13.5,,1.2,1011.7,0
143,措备,2000-11-07,14.2,,2.5,1013.7,1.4
143,措备,2000-11-08,8.3,,2.2,1017.9,4.3
143,措备,2000-11-09,9.4,,1.3,1016.6,.8
143,措备,2000-11-10,10.3,,2.1,1015.6,4
143,措备,2000-11-11,8.2,,2.3,1017.7,3.4
143,措备,2000-11-12,8.6,,3.1,1017.4,3.6
143,措备,2000-11-13,8.6,,1.5,1021.2,2.8
143,措备,2000-11-14,8.4,0,1,1020.7,5.6
143,措备,2000-11-15,10.5,1,1.4,1019.9,9.8
143,措备,2000-11-16,10.3,6.9,2.3,1018.5,10
143,措备,2000-11-17,9,0,3,1015.9,6
143,措备,2000-11-18,7.3,,2.5,1023,0
143,措备,2000-11-19,7.5,1,1.5,1020.9,4
143,措备,2000-11-20,9.1,13.4,3.2,1007.6,8.5
143,措备,2000-11-21,5,,4,1018.8,3.9
143,措备,2000-11-22,4.5,,1.2,1022.3,0
143,措备,2000-11-23,7,,1.1,1019.6,0
143,措备,2000-11-24,7.9,,.9,1017.7,3.1
143,措备,2000-11-25,9.1,,1,1015.5,1
143,措备,2000-11-26,9.7,,1.3,1013.6,6.1
143,措备,2000-11-27,7.2,,3.5,1016.1,2.6
143,措备,2000-11-28,6,,1.9,1019.4,0
143,措备,2000-11-29,5.7,,1.9,1018.6,2.9
143,措备,2000-11-30,7.8,,1,1017.6,8.9
143,措备,2000-12-01,9,,1.2,1017.7,2.3
143,措备,2000-12-02,8.9,,1.2,1016.4,4.3
143,措备,2000-12-03,9.6,,2.8,1012.6,4
143,措备,2000-12-04,5.2,,1.7,1012.3,0
143,措备,2000-12-05,7.1,,3,1012.5,1.4
143,措备,2000-12-06,4.8,,2.4,1019.3,1.8
143,措备,2000-12-07,4.8,,1.3,1020.6,2.3
143,措备,2000-12-08,7.2,,1.1,1017.1,0
143,措备,2000-12-09,7.8,,.9,1013.8,.6
143,措备,2000-12-10,5.4,0,2.6,1011.8,5.3
143,措备,2000-12-11,-1.8,,4.6,1022.2,0
143,措备,2000-12-12,-2.2,,3.7,1021.1,2.6
143,措备,2000-12-13,1.8,,1.8,1017,2.5
143,措备,2000-12-14,3.1,,1.1,1018.4,1.3
143,措备,2000-12-15,7.1,,1.8,1016.5,1.1
143,措备,2000-12-16,6.3,,2,1019,2.6
143,措备,2000-12-17,3.8,,1,1019.3,3.6
143,措备,2000-12-18,2.8,.6,1.4,1014.6,5.6
143,措备,2000-12-19,6.2,0,2.3,1016.8,7.1
143,措备,2000-12-20,4.1,.1,1.7,1014.1,6.5
143,措备,2000-12-21,4.4,,2.2,1014.9,0
143,措备,2000-12-22,3.6,,1.2,1012.4,0
143,措备,2000-12-23,4.1,2.2,3.1,1008,2.1
143,措备,2000-12-24,3.5,,1.7,1012.8,5.1
143,措备,2000-12-25,-.3,.3,4.6,1015.9,2.1
143,措备,2000-12-26,-2.7,,3.3,1024.2,0
143,措备,2000-12-27,-.8,,1.5,1023,2.3
143,措备,2000-12-28,2,,1.6,1020.7,4.3
143,措备,2000-12-29,1,,1.3,1020,.4
143,措备,2000-12-30,4.1,,1.2,1013.2,2.1
143,措备,2000-12-31,2.3,,3.9,1010.8,1.5
143,措备,2001-01-01,.6,,1.9,1010,2.9
143,措备,2001-01-02,4.2,0,4,1008.9,3
143,措备,2001-01-03,-2,,3.4,1016.4,2.6
143,措备,2001-01-04,-3.3,,3.5,1020.4,.4
143,措备,2001-01-05,-1.7,,3.2,1025.3,0
143,措备,2001-01-06,1,,1.6,1025.9,4.8
143,措备,2001-01-07,5.4,15,3.5,1010,10
143,措备,2001-01-08,6.2,0,2.5,1015.1,5.6
143,措备,2001-01-09,4.7,1.5,2.4,1009.1,8.9
143,措备,2001-01-10,.4,,3,1010.5,1.5
143,措备,2001-01-11,.4,0,3,1009.9,1.6
143,措备,2001-01-12,-3.9,,3.4,1016.1,2.3
143,措备,2001-01-13,-3.4,.4,2.8,1012.3,4.3
143,措备,2001-01-14,-7.5,,4,1015.9,.4
143,措备,2001-01-15,-8.5,,3.8,1020.5,0
143,措备,2001-01-16,-6.5,,3.4,1022.5,.1
143,措备,2001-01-17,-3.1,,2.3,1022.9,1
143,措备,2001-01-18,.7,,.9,1021.7,6.5
143,措备,2001-01-19,2.5,0,1.1,1020.9,7
143,措备,2001-01-20,3.5,13.2,1.2,1011.5,7.1
143,措备,2001-01-21,2.7,,2.1,1015.6,0
143,措备,2001-01-22,1.8,,.6,1016.8,5.3
143,措备,2001-01-23,2.6,,1.9,1020.4,.9
143,措备,2001-01-24,2.3,,1.1,1019.9,7.8
143,措备,2001-01-25,4.9,,1.2,1011.8,8.5
143,措备,2001-01-26,5.6,0,3.5,1010.3,9.5
143,措备,2001-01-27,3.5,1,2.6,1008.7,6.6
143,措备,2001-01-28,1.1,0,3,1011,3.6
143,措备,2001-01-29,1.4,,2.5,1015.9,1.9
143,措备,2001-01-30,3.1,,2,1015.4,.8
143,措备,2001-01-31,2.2,,.9,1010.7,6.5
143,措备,2001-02-01,1.2,0,4.3,1010.5,1.6
143,措备,2001-02-02,-.7,,2.5,1016.6,0
143,措备,2001-02-03,3.2,,1.1,1019,4.5
143,措备,2001-02-04,4.8,,.9,1018.9,6.9
143,措备,2001-02-05,6.6,,1.2,1014.8,3.8
143,措备,2001-02-06,8.1,,2.2,1011.5,9
143,措备,2001-02-07,5.3,0,3.3,1011.5,6
143,措备,2001-02-08,-1.1,,4,1018.2,0
143,措备,2001-02-09,2,,2,1019.1,1.4
143,措备,2001-02-10,3.3,,2,1021.7,0
143,措备,2001-02-11,2.2,,2,1025.5,4.1
143,措备,2001-02-12,2.4,,2,1022.7,8.5
143,措备,2001-02-13,1.8,,3,1016,4.9
143,措备,2001-02-14,.2,,3.5,1017.7,0
143,措备,2001-02-15,3,1.7,3,1014.2,5.3
143,措备,2001-02-16,.6,,3.8,1021.1,.5
143,措备,2001-02-17,2,,2.6,1019.9,5.1
143,措备,2001-02-18,6.9,,2.6,1012.7,3
143,措备,2001-02-19,9.2,,2.6,1015.2,2.6
143,措备,2001-02-20,9,,1.6,1014.8,2.5
143,措备,2001-02-21,6.9,3,1.3,1009.6,5.6
143,措备,2001-02-22,8.8,,1.2,1011.2,0
143,措备,2001-02-23,5.9,24.6,1.9,1006.5,9
143,措备,2001-02-24,4.1,4.6,1.7,1008.9,8.6
143,措备,2001-02-25,2.3,,2.3,1021.5,0
143,措备,2001-02-26,4.5,,.9,1024.2,1.9
143,措备,2001-02-27,5.1,7.8,.5,1017.2,7
143,措备,2001-02-28,8.6,20.2,1.5,1007.6,7.5
143,措备,2001-03-01,7.7,.3,1.2,1007.6,6.3
143,措备,2001-03-02,7.9,,.9,1015.4,2
143,措备,2001-03-03,8.6,1.4,1.6,1007.1,8.9
143,措备,2001-03-04,2.2,.1,5.1,1001.7,4.5
143,措备,2001-03-05,6,,3.8,1009.4,.6
143,措备,2001-03-06,9.1,0,2.6,1006.8,5.8
143,措备,2001-03-07,3.6,,4,1010.8,2.1
143,措备,2001-03-08,-.5,0,4.2,1011.2,4.3
143,措备,2001-03-09,2.5,,2.9,1013.8,1.4
143,措备,2001-03-10,7,,2.1,1011,2.8
143,措备,2001-03-11,4.9,,1.2,1014.2,1.4
143,措备,2001-03-12,5.8,,2.6,1012.9,.9
143,措备,2001-03-13,7.8,,.9,1015.9,0
143,措备,2001-03-14,13,,2.5,1008.5,5.4
143,措备,2001-03-15,11.1,,2.5,1011.1,1.4
143,措备,2001-03-16,9.2,,.9,1011.1,5.8
143,措备,2001-03-17,10.7,.2,1.4,1003.4,8.9
143,措备,2001-03-18,13.4,,2.6,1006.4,2
143,措备,2001-03-19,16,,2.3,1004.4,4.5
143,措备,2001-03-20,16.9,,2.6,998.9,2.4
143,措备,2001-03-21,15.7,,1.4,1001.3,1.1
143,措备,2001-03-22,15.8,0,1.8,1000.6,1.8
143,措备,2001-03-23,14.3,,1.1,1008.6,3.5
143,措备,2001-03-24,15.6,,1.2,1005.1,4.6
143,措备,2001-03-25,16.3,,1.9,999.3,6.4
143,措备,2001-03-26,8.9,,3.5,1005.7,1.1
143,措备,2001-03-27,8.1,0,1.6,1008.3,5.8
143,措备,2001-03-28,7.8,.8,1.8,1005.7,8.6
143,措备,2001-03-29,6.5,,3.2,1004.9,3.4
143,措备,2001-03-30,3.7,2.8,.9,1007,6.3
143,措备,2001-03-31,7.7,,2.4,1012.5,1.1
143,措备,2001-04-01,9.9,,2.4,1012.3,1.3
143,措备,2001-04-02,13.1,,2.5,1005.2,.8
143,措备,2001-04-03,12.3,,2,1009.2,2.1
143,措备,2001-04-04,12.8,,1.3,1013.4,.6
143,措备,2001-04-05,15.8,,1.7,1011.7,2.9
143,措备,2001-04-06,14.1,,1.6,1013,4.6
143,措备,2001-04-07,16.3,,1.4,1011.1,2
143,措备,2001-04-08,18.6,,1.4,1008,4.5
143,措备,2001-04-09,19.4,,2.7,1009,4.3
143,措备,2001-04-10,20,,.8,1009,4.4
143,措备,2001-04-11,14.4,7,2.5,1002.8,9.8
143,措备,2001-04-12,11.5,,3.1,1002,2
143,措备,2001-04-13,14.7,,2.3,1007.2,2.4
143,措备,2001-04-14,15.1,0,4,1008.7,2.9
143,措备,2001-04-15,17.3,,2.4,1009.6,.1
